"year","location","biweekEndDate","meanIncidence","varIncidence","biweek","population"
1999,"Acre",1999-09-01,0.486,0.492296296296296,16,"527937"
1999,"Acre",1999-09-15,0.454,0.45634034034034,17,"527937"
1999,"Acre",1999-09-29,0.475,0.475850850850851,18,"527937"
1999,"Acre",1999-10-13,0.414,0.401005005005005,19,"527937"
1999,"Acre",1999-10-27,0.481,0.472111111111111,20,"527937"
1999,"Acre",1999-11-10,0.596,0.589373373373373,21,"527937"
1999,"Acre",1999-11-24,0.012,0.0118678678678679,22,"527937"
1999,"Acre",1999-12-08,0,0,23,"527937"
1999,"Acre",1999-12-22,0,0,24,"527937"
1999,"Acre",2000-01-05,3.938,4.07022622622623,25,"527937"
1999,"Acre",2000-01-19,9.798,10.0352312312312,26,"527937"
2000,"Acre",2000-02-02,11.535,11.6384134134134,1,"557526"
2000,"Acre",2000-02-16,10.992,12.4644004004004,2,"557526"
2000,"Acre",2000-03-01,12.457,12.1763273273273,3,"557526"
2000,"Acre",2000-03-15,16.102,16.6182142142142,4,"557526"
2000,"Acre",2000-03-29,18.438,18.800956956957,5,"557526"
2000,"Acre",2000-04-12,19.487,20.2981291291291,6,"557526"
2000,"Acre",2000-04-26,21.329,22.4031621621622,7,"557526"
2000,"Acre",2000-05-10,27.135,27.6143893893894,8,"557526"
2000,"Acre",2000-05-24,42.189,45.8911701701702,9,"557526"
2000,"Acre",2000-06-07,69.665,66.4632382382382,10,"557526"
2000,"Acre",2000-06-21,102.008,102.862798798799,11,"557526"
2000,"Acre",2000-07-05,132.489,133.835714714715,12,"557526"
2000,"Acre",2000-07-19,152.654,146.877161161161,13,"557526"
2000,"Acre",2000-08-02,149.848,146.265161161161,14,"557526"
2000,"Acre",2000-08-16,130.147,122.652043043043,15,"557526"
2000,"Acre",2000-08-30,107.528,103.742958958959,16,"557526"
2000,"Acre",2000-09-13,86.162,87.0728288288288,17,"557526"
2000,"Acre",2000-09-27,74.817,69.8773883883884,18,"557526"
2000,"Acre",2000-10-11,74.714,75.0212252252252,19,"557526"
2000,"Acre",2000-10-25,91.073,87.5011721721722,20,"557526"
2000,"Acre",2000-11-08,123.526,120.752076076076,21,"557526"
2000,"Acre",2000-11-22,151.727,145.646117117117,22,"557526"
2000,"Acre",2000-12-06,157.267,167.953664664665,23,"557526"
2000,"Acre",2000-12-20,216.291,207.075394394394,24,"557526"
2000,"Acre",2001-01-03,418.203,406.866657657658,25,"557526"
2000,"Acre",2001-01-17,627.667,643.571682682683,26,"557526"
2001,"Acre",2001-01-31,539.052,535.702998998999,1,"574355"
2001,"Acre",2001-02-14,210.876,206.731355355355,2,"574355"
2001,"Acre",2001-02-28,28.608,31.0393753753754,3,"574355"
2001,"Acre",2001-03-14,39.68,40.1877877877878,4,"574355"
2001,"Acre",2001-03-28,61.081,59.6941331331331,5,"574355"
2001,"Acre",2001-04-11,49.815,49.3781531531531,6,"574355"
2001,"Acre",2001-04-25,32.923,33.3103813813814,7,"574355"
2001,"Acre",2001-05-09,20.963,21.4751061061061,8,"574355"
2001,"Acre",2001-05-23,15,14.2942942942943,9,"574355"
2001,"Acre",2001-06-06,15.333,14.7268378378378,10,"574355"
2001,"Acre",2001-06-20,16.284,16.8301741741742,11,"574355"
2001,"Acre",2001-07-04,11.255,11.1571321321321,12,"574355"
2001,"Acre",2001-07-18,3.724,3.35918318318318,13,"574355"
2001,"Acre",2001-08-01,1.045,1.09006506506507,14,"574355"
2001,"Acre",2001-08-15,2.494,2.50046446446446,15,"574355"
2001,"Acre",2001-08-29,4.512,4.81867467467467,16,"574355"
2001,"Acre",2001-09-12,5.975,6.06043543543544,17,"574355"
2001,"Acre",2001-09-26,3.293,3.33848948948949,18,"574355"
2001,"Acre",2001-10-10,0,0,19,"574355"
2001,"Acre",2001-10-24,7.902,8.42281881881882,20,"574355"
2001,"Acre",2001-11-07,43.846,43.4777617617618,21,"574355"
2001,"Acre",2001-11-21,81.833,82.1232342342342,22,"574355"
2001,"Acre",2001-12-05,99.458,93.8180540540541,23,"574355"
2001,"Acre",2001-12-19,95.796,92.1325165165165,24,"574355"
2001,"Acre",2002-01-02,71.28,77.0826826826827,25,"574355"
2001,"Acre",2002-01-16,37.862,36.9058618618619,26,"574355"
2002,"Acre",2002-01-30,29.645,29.6566316316316,1,"586942"
2002,"Acre",2002-02-13,50.82,50.1557557557558,2,"586942"
2002,"Acre",2002-02-27,93.708,98.7294654654655,3,"586942"
2002,"Acre",2002-03-13,139.957,143.070221221221,4,"586942"
2002,"Acre",2002-03-27,136.463,128.807438438438,5,"586942"
2002,"Acre",2002-04-10,72.486,67.0768808808809,6,"586942"
2002,"Acre",2002-04-24,18.076,18.0883123123123,7,"586942"
2002,"Acre",2002-05-08,9.658,9.15018618618619,8,"586942"
2002,"Acre",2002-05-22,17.524,18.6841081081081,9,"586942"
2002,"Acre",2002-06-05,16.621,16.7761351351351,10,"586942"
2002,"Acre",2002-06-19,11.264,10.646950950951,11,"586942"
2002,"Acre",2002-07-03,9.288,9.35641241241241,12,"586942"
2002,"Acre",2002-07-17,9.241,9.75267167167167,13,"586942"
2002,"Acre",2002-07-31,7.611,7.59927827827828,14,"586942"
2002,"Acre",2002-08-14,5.067,5.21772872872873,15,"586942"
2002,"Acre",2002-08-28,4.747,4.55754854854855,16,"586942"
2002,"Acre",2002-09-11,7.03,6.51161161161161,17,"586942"
2002,"Acre",2002-09-25,6.871,6.98934834834835,18,"586942"
2002,"Acre",2002-10-09,2.353,2.37676776776777,19,"586942"
2002,"Acre",2002-10-23,5.825,5.77414914914915,20,"586942"
2002,"Acre",2002-11-06,25.026,24.2235475475475,21,"586942"
2002,"Acre",2002-11-20,44.075,42.8161911911912,22,"586942"
2002,"Acre",2002-12-04,43.2,43.3433433433433,23,"586942"
2002,"Acre",2002-12-18,37.156,37.7734374374374,24,"586942"
2002,"Acre",2003-01-01,55.175,54.9012762762763,25,"586942"
2002,"Acre",2003-01-15,91.209,92.9002192192192,26,"586942"
2003,"Acre",2003-01-29,116.934,114.51616016016,1,"600595"
2003,"Acre",2003-02-12,126.464,125.269973973974,2,"600595"
2003,"Acre",2003-02-26,115.097,116.610201201201,3,"600595"
2003,"Acre",2003-03-12,85.193,88.8345855855856,4,"600595"
