"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2012-12-30,2013-11-09,NA,8196,NA,"death=5;probable=8156;severe=35","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2012-12-30,2013-11-09,NA,2424,NA,"death=0;probable=2421;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2012-12-30,2013-11-09,NA,17322,NA,"death=10;probable=17218;severe=94","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2012-12-30,2013-11-09,NA,861,NA,"death=0;probable=859;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2012-12-30,2013-11-09,NA,8790,NA,"death=10;probable=8737;severe=43","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2012-12-30,2013-11-09,NA,1695,NA,"death=2;probable=1685;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2012-12-30,2013-11-09,NA,8146,NA,"death=5;probable=8115;severe=26","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2012-12-30,2013-11-09,NA,3533,NA,"death=16;probable=3477;severe=40","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2012-12-30,2013-11-09,NA,4855,NA,"death=1;probable=4838;severe=16","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2012-12-30,2013-11-09,NA,29504,NA,"death=67;probable=29250;severe=187","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2012-12-30,2013-11-09,NA,18076,NA,"death=16;probable=17940;severe=120","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2012-12-30,2013-11-09,NA,13166,NA,"death=15;probable=13039;severe=112","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2012-12-30,2013-11-09,NA,7691,NA,"death=36;probable=7581;severe=74","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2012-12-30,2013-11-09,NA,10197,NA,"death=2;probable=10170;severe=25","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2012-12-30,2013-11-09,NA,700,NA,"death=2;probable=693;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2012-12-30,2013-11-09,NA,60267,NA,"death=17;probable=60108;severe=142","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2012-12-30,2013-11-09,NA,414764,NA,"death=104;probable=414254;severe=406","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2012-12-30,2013-11-09,NA,68254,NA,"death=29;probable=66843;severe=1382","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2012-12-30,2013-11-09,NA,212991,NA,"death=58;probable=211692;severe=1241","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2012-12-30,2013-11-09,NA,220257,NA,"death=76;probable=219732;severe=449","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2012-12-30,2013-11-09,NA,65706,NA,"death=26;probable=65448;severe=232","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2012-12-30,2013-11-09,NA,354,NA,"death=0;probable=353;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2012-12-30,2013-11-09,NA,446,NA,"death=1;probable=443;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2012-12-30,2013-11-09,NA,79311,NA,"death=36;probable=78509;severe=766","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2012-12-30,2013-11-09,NA,34137,NA,"death=26;probable=34015;severe=96","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2012-12-30,2013-11-09,NA,136336,NA,"death=84;probable=135043;severe=1209","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2012-12-30,2013-11-09,NA,11726,NA,"death=6;probable=11704;severe=16","EpiBulletinPrevYear",""
