"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Acre","state",2015-01-04,2015-06-13,NA,4842,NA,"alarm=2;death=0;probable=4840;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2015-01-04,2015-06-13,NA,2620,NA,"alarm=25;death=2;probable=2578;severe=15","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2015-01-04,2015-06-13,NA,2818,NA,"alarm=3;death=0;probable=2815;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2015-01-04,2015-06-13,NA,4746,NA,"alarm=23;death=3;probable=4711;severe=9","EpiBulletinPrevYear",""
"Dengue","Brazil","Rondonia","state",2015-01-04,2015-06-13,NA,1146,NA,"alarm=7;death=3;probable=1131;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2015-01-04,2015-06-13,NA,483,NA,"alarm=1;death=0;probable=482;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2015-01-04,2015-06-13,NA,5336,NA,"alarm=15;death=4;probable=5311;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2015-01-04,2015-06-13,NA,11162,NA,"alarm=59;death=1;probable=11099;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2015-01-04,2015-06-13,NA,35040,NA,"alarm=17;death=9;probable=34993;severe=21","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2015-01-04,2015-06-13,NA,45844,NA,"alarm=533;death=46;probable=45172;severe=93","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2015-01-04,2015-06-13,NA,6320,NA,"alarm=33;death=7;probable=6259;severe=21","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2015-01-04,2015-06-13,NA,15030,NA,"alarm=62;death=3;probable=14957;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2015-01-04,2015-06-13,NA,66454,NA,"alarm=55;death=13;probable=66372;severe=14","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2015-01-04,2015-06-13,NA,6756,NA,"alarm=39;death=2;probable=6700;severe=15","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2015-01-04,2015-06-13,NA,20258,NA,"alarm=39;death=2;probable=20214;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2015-01-04,2015-06-13,NA,3027,NA,"alarm=1;death=0;probable=3023;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2015-01-04,2015-06-13,NA,11542,NA,"alarm=248;death=9;probable=11254;severe=31","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2015-01-04,2015-06-13,NA,163407,NA,"alarm=921;death=60;probable=162315;severe=111","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2015-01-04,2015-06-13,NA,50501,NA,"alarm=246;death=22;probable=50196;severe=37","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2015-01-04,2015-06-13,NA,713744,NA,"alarm=12837;death=441;probable=699864;severe=602","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2015-01-04,2015-06-13,NA,41467,NA,"alarm=325;death=24;probable=41026;severe=92","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2015-01-04,2015-06-13,NA,1563,NA,"alarm=9;death=2;probable=1550;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2015-01-04,2015-06-13,NA,4313,NA,"alarm=106;death=0;probable=4206;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2015-01-04,2015-06-13,NA,8263,NA,"alarm=70;death=15;probable=8158;severe=20","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2015-01-04,2015-06-13,NA,142688,NA,"alarm=2767;death=70;probable=139617;severe=234","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2015-01-04,2015-06-13,NA,11511,NA,"alarm=30;death=5;probable=11467;severe=9","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2015-01-04,2015-06-13,NA,18979,NA,"alarm=146;death=9;probable=18814;severe=10","EpiBulletinPrevYear",""
