"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2012-12-30,2013-06-01,NA,8408,NA,"death=4;probable=8376;severe=28","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2012-12-30,2013-06-01,NA,2270,NA,"death=0;probable=2268;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2012-12-30,2013-06-01,NA,14832,NA,"death=9;probable=14735;severe=88","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2012-12-30,2013-06-01,NA,347,NA,"death=0;probable=347;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2012-12-30,2013-06-01,NA,8106,NA,"death=10;probable=8063;severe=33","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2012-12-30,2013-06-01,NA,1471,NA,"death=1;probable=1464;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2012-12-30,2013-06-01,NA,7164,NA,"death=3;probable=7142;severe=19","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2012-12-30,2013-06-01,NA,2629,NA,"death=11;probable=2589;severe=29","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2012-12-30,2013-06-01,NA,3150,NA,"death=1;probable=3137;severe=12","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2012-12-30,2013-06-01,NA,15903,NA,"death=28;probable=15805;severe=70","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2012-12-30,2013-06-01,NA,10081,NA,"death=10;probable=10010;severe=61","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2012-12-30,2013-06-01,NA,7297,NA,"death=9;probable=7232;severe=56","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2012-12-30,2013-06-01,NA,5233,NA,"death=12;probable=5189;severe=32","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2012-12-30,2013-06-01,NA,4862,NA,"death=0;probable=4849;severe=13","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2012-12-30,2013-06-01,NA,359,NA,"death=0;probable=358;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2012-12-30,2013-06-01,NA,55047,NA,"death=12;probable=54936;severe=99","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2012-12-30,2013-06-01,NA,407805,NA,"death=96;probable=407347;severe=362","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2012-12-30,2013-06-01,NA,59631,NA,"death=22;probable=58366;severe=1243","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2012-12-30,2013-06-01,NA,205165,NA,"death=53;probable=203920;severe=1192","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2012-12-30,2013-06-01,NA,212095,NA,"death=68;probable=211622;severe=405","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2012-12-30,2013-06-01,NA,65065,NA,"death=26;probable=64813;severe=226","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2012-12-30,2013-06-01,NA,338,NA,"death=0;probable=337;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2012-12-30,2013-06-01,NA,421,NA,"death=0;probable=420;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2012-12-30,2013-06-01,NA,77554,NA,"death=34;probable=76774;severe=746","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2012-12-30,2013-06-01,NA,31614,NA,"death=23;probable=31498;severe=93","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2012-12-30,2013-06-01,NA,125954,NA,"death=63;probable=124801;severe=1090","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2012-12-30,2013-06-01,NA,9341,NA,"death=5;probable=9323;severe=13","EpiBulletinPrevYear",""
