"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2013-12-29,2014-02-08,NA,293,NA,"alarm=3;death=0;probable=290;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2013-12-29,2014-02-08,NA,191,NA,"alarm=0;death=0;probable=191;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2013-12-29,2014-02-08,NA,1419,NA,"alarm=2;death=1;probable=1415;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2013-12-29,2014-02-08,NA,112,NA,"alarm=1;death=0;probable=111;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2013-12-29,2014-02-08,NA,755,NA,"alarm=2;death=0;probable=753;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2013-12-29,2014-02-08,NA,40,NA,"alarm=0;death=0;probable=40;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2013-12-29,2014-02-08,NA,803,NA,"alarm=15;death=0;probable=788;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2013-12-29,2014-02-08,NA,203,NA,"alarm=9;death=4;probable=186;severe=4","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2013-12-29,2014-02-08,NA,351,NA,"alarm=0;death=0;probable=350;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2013-12-29,2014-02-08,NA,1870,NA,"alarm=7;death=6;probable=1851;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2013-12-29,2014-02-08,NA,871,NA,"alarm=12;death=0;probable=859;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2013-12-29,2014-02-08,NA,527,NA,"alarm=4;death=1;probable=521;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2013-12-29,2014-02-08,NA,536,NA,"alarm=3;death=9;probable=519;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2013-12-29,2014-02-08,NA,847,NA,"alarm=7;death=0;probable=839;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2013-12-29,2014-02-08,NA,58,NA,"alarm=0;death=0;probable=58;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2013-12-29,2014-02-08,NA,1244,NA,"alarm=14;death=0;probable=1227;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2013-12-29,2014-02-08,NA,7181,NA,"alarm=78;death=3;probable=7096;severe=4","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2013-12-29,2014-02-08,NA,3577,NA,"alarm=87;death=3;probable=3480;severe=7","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2013-12-29,2014-02-08,NA,2035,NA,"alarm=24;death=4;probable=2004;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2013-12-29,2014-02-08,NA,5292,NA,"alarm=99;death=3;probable=5185;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2013-12-29,2014-02-08,NA,2332,NA,"alarm=15;death=0;probable=2316;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2013-12-29,2014-02-08,NA,10,NA,"alarm=0;death=0;probable=10;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2013-12-29,2014-02-08,NA,26,NA,"alarm=0;death=0;probable=26;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2013-12-29,2014-02-08,NA,673,NA,"alarm=19;death=1;probable=651;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2013-12-29,2014-02-08,NA,1431,NA,"alarm=3;death=2;probable=1423;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2013-12-29,2014-02-08,NA,13236,NA,"alarm=205;death=14;probable=12997;severe=20","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2013-12-29,2014-02-08,NA,1372,NA,"alarm=14;death=5;probable=1342;severe=11","EpiBulletinPrevYear",""
