"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2012-12-30,2013-11-23,NA,8388,NA,"death=5;probable=8347;severe=36","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2012-12-30,2013-11-23,NA,2476,NA,"death=0;probable=2473;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2012-12-30,2013-11-23,NA,17463,NA,"death=10;probable=17359;severe=94","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2012-12-30,2013-11-23,NA,888,NA,"death=0;probable=886;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2012-12-30,2013-11-23,NA,8933,NA,"death=10;probable=8880;severe=43","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2012-12-30,2013-11-23,NA,1711,NA,"death=3;probable=1699;severe=9","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2012-12-30,2013-11-23,NA,8281,NA,"death=5;probable=8250;severe=26","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2012-12-30,2013-11-23,NA,3570,NA,"death=17;probable=3512;severe=41","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2012-12-30,2013-11-23,NA,4905,NA,"death=2;probable=4886;severe=17","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2012-12-30,2013-11-23,NA,29856,NA,"death=67;probable=29601;severe=188","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2012-12-30,2013-11-23,NA,18462,NA,"death=17;probable=18321;severe=124","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2012-12-30,2013-11-23,NA,13309,NA,"death=15;probable=13181;severe=113","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2012-12-30,2013-11-23,NA,7848,NA,"death=37;probable=7735;severe=76","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2012-12-30,2013-11-23,NA,10575,NA,"death=2;probable=10547;severe=26","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2012-12-30,2013-11-23,NA,742,NA,"death=2;probable=735;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2012-12-30,2013-11-23,NA,60625,NA,"death=17;probable=60466;severe=142","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2012-12-30,2013-11-23,NA,415270,NA,"death=104;probable=414758;severe=408","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2012-12-30,2013-11-23,NA,68601,NA,"death=29;probable=67173;severe=1399","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2012-12-30,2013-11-23,NA,213354,NA,"death=58;probable=212052;severe=1244","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2012-12-30,2013-11-23,NA,220598,NA,"death=76;probable=220072;severe=450","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2012-12-30,2013-11-23,NA,65849,NA,"death=26;probable=65591;severe=232","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2012-12-30,2013-11-23,NA,356,NA,"death=0;probable=355;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2012-12-30,2013-11-23,NA,446,NA,"death=1;probable=443;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2012-12-30,2013-11-23,NA,79442,NA,"death=36;probable=78639;severe=767","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2012-12-30,2013-11-23,NA,34508,NA,"death=26;probable=34386;severe=96","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2012-12-30,2013-11-23,NA,137517,NA,"death=89;probable=136211;severe=1217","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2012-12-30,2013-11-23,NA,11795,NA,"death=6;probable=11773;severe=16","EpiBulletinPrevYear",""
