"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2016-01-03,2016-10-29,NA,7038,NA,"alarm=14;death=3;probable=7015;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2016-01-03,2016-10-29,NA,2007,NA,"alarm=0;death=0;probable=2007;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2016-01-03,2016-10-29,NA,7095,NA,"alarm=9;death=1;probable=7083;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2016-01-03,2016-10-29,NA,195,NA,"alarm=3;death=0;probable=192;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2016-01-03,2016-10-29,NA,10049,NA,"alarm=37;death=0;probable=10010;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2016-01-03,2016-10-29,NA,1749,NA,"alarm=16;death=1;probable=1730;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2016-01-03,2016-10-29,NA,7355,NA,"alarm=15;death=0;probable=7340;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2016-01-03,2016-10-29,NA,23304,NA,"alarm=32;death=10;probable=23252;severe=10","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2016-01-03,2016-10-29,NA,5049,NA,"alarm=7;death=1;probable=5036;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2016-01-03,2016-10-29,NA,46917,NA,"alarm=181;death=30;probable=46662;severe=44","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-10-29,NA,56165,NA,"alarm=46;death=23;probable=56083;severe=13","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2016-01-03,2016-10-29,NA,35216,NA,"alarm=52;death=8;probable=35150;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2016-01-03,2016-10-29,NA,58358,NA,"alarm=63;death=24;probable=58264;severe=7","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2016-01-03,2016-10-29,NA,17708,NA,"alarm=14;death=8;probable=17678;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2016-01-03,2016-10-29,NA,3240,NA,"alarm=1;death=1;probable=3237;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2016-01-03,2016-10-29,NA,64234,NA,"alarm=14;death=7;probable=64208;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2016-01-03,2016-10-29,NA,522444,NA,"alarm=1895;death=260;probable=520018;severe=271","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2016-01-03,2016-10-29,NA,40471,NA,"alarm=369;death=20;probable=40036;severe=46","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-10-29,NA,83962,NA,"alarm=395;death=17;probable=83525;severe=25","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2016-01-03,2016-10-29,NA,197520,NA,"alarm=1163;death=113;probable=196128;severe=116","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2016-01-03,2016-10-29,NA,61964,NA,"alarm=526;death=63;probable=61257;severe=118","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2016-01-03,2016-10-29,NA,5039,NA,"alarm=62;death=2;probable=4973;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-10-29,NA,3114,NA,"alarm=34;death=1;probable=3072;severe=7","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-10-29,NA,45351,NA,"alarm=283;death=17;probable=45035;severe=16","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2016-01-03,2016-10-29,NA,18872,NA,"alarm=16;death=5;probable=18844;severe=7","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2016-01-03,2016-10-29,NA,125850,NA,"alarm=3096;death=52;probable=122565;severe=137","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2016-01-03,2016-10-29,NA,17958,NA,"alarm=452;death=22;probable=17445;severe=39","EpiBulletinPrevYear",""
