"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2012-12-30,2013-11-16,NA,8285,NA,"death=5;probable=8244;severe=36","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2012-12-30,2013-11-16,NA,2446,NA,"death=0;probable=2443;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2012-12-30,2013-11-16,NA,17384,NA,"death=10;probable=17280;severe=94","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2012-12-30,2013-11-16,NA,869,NA,"death=0;probable=867;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2012-12-30,2013-11-16,NA,8847,NA,"death=10;probable=8794;severe=43","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2012-12-30,2013-11-16,NA,1707,NA,"death=3;probable=1695;severe=9","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2012-12-30,2013-11-16,NA,8203,NA,"death=5;probable=8172;severe=26","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2012-12-30,2013-11-16,NA,3553,NA,"death=17;probable=3495;severe=41","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2012-12-30,2013-11-16,NA,4884,NA,"death=1;probable=4867;severe=16","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2012-12-30,2013-11-16,NA,29647,NA,"death=67;probable=29392;severe=188","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2012-12-30,2013-11-16,NA,18243,NA,"death=16;probable=18107;severe=120","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2012-12-30,2013-11-16,NA,13249,NA,"death=15;probable=13121;severe=113","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2012-12-30,2013-11-16,NA,7763,NA,"death=36;probable=7653;severe=74","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2012-12-30,2013-11-16,NA,10384,NA,"death=2;probable=10357;severe=25","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2012-12-30,2013-11-16,NA,715,NA,"death=2;probable=708;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2012-12-30,2013-11-16,NA,60434,NA,"death=17;probable=60275;severe=142","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2012-12-30,2013-11-16,NA,414972,NA,"death=104;probable=414461;severe=407","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2012-12-30,2013-11-16,NA,68411,NA,"death=29;probable=66988;severe=1394","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2012-12-30,2013-11-16,NA,213151,NA,"death=58;probable=211852;severe=1241","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2012-12-30,2013-11-16,NA,220404,NA,"death=76;probable=219878;severe=450","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2012-12-30,2013-11-16,NA,65765,NA,"death=26;probable=65507;severe=232","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2012-12-30,2013-11-16,NA,354,NA,"death=0;probable=353;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2012-12-30,2013-11-16,NA,446,NA,"death=1;probable=443;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2012-12-30,2013-11-16,NA,79365,NA,"death=36;probable=78563;severe=766","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2012-12-30,2013-11-16,NA,34298,NA,"death=26;probable=34176;severe=96","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2012-12-30,2013-11-16,NA,136850,NA,"death=84;probable=135555;severe=1211","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2012-12-30,2013-11-16,NA,11758,NA,"death=6;probable=11736;severe=16","EpiBulletinPrevYear",""
