"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2016-01-03,2016-03-26,NA,5501,NA,"alarm=8;death=2;probable=5487;severe=4","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2016-01-03,2016-03-26,NA,1430,NA,"alarm=0;death=0;probable=1430;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2016-01-03,2016-03-26,NA,2698,NA,"alarm=2;death=0;probable=2695;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2016-01-03,2016-03-26,NA,69,NA,"alarm=0;death=0;probable=69;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2016-01-03,2016-03-26,NA,5445,NA,"alarm=25;death=0;probable=5419;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2016-01-03,2016-03-26,NA,773,NA,"alarm=8;death=1;probable=764;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2016-01-03,2016-03-26,NA,4902,NA,"alarm=8;death=0;probable=4894;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2016-01-03,2016-03-26,NA,13770,NA,"alarm=19;death=7;probable=13740;severe=4","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2016-01-03,2016-03-26,NA,1323,NA,"alarm=1;death=0;probable=1321;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2016-01-03,2016-03-26,NA,8282,NA,"alarm=21;death=12;probable=8228;severe=21","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-03-26,NA,39776,NA,"alarm=35;death=9;probable=39728;severe=4","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2016-01-03,2016-03-26,NA,20165,NA,"alarm=30;death=4;probable=20129;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2016-01-03,2016-03-26,NA,51063,NA,"alarm=33;death=23;probable=50998;severe=9","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2016-01-03,2016-03-26,NA,8941,NA,"alarm=11;death=2;probable=8927;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2016-01-03,2016-03-26,NA,2051,NA,"alarm=1;death=0;probable=2050;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2016-01-03,2016-03-26,NA,45640,NA,"alarm=6;death=3;probable=45628;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2016-01-03,2016-03-26,NA,334752,NA,"alarm=1293;death=162;probable=333110;severe=187","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2016-01-03,2016-03-26,NA,29249,NA,"alarm=230;death=13;probable=28978;severe=28","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-03-26,NA,50308,NA,"alarm=227;death=8;probable=50062;severe=11","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2016-01-03,2016-03-26,NA,136659,NA,"alarm=769;death=69;probable=135743;severe=78","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2016-01-03,2016-03-26,NA,42694,NA,"alarm=454;death=48;probable=42093;severe=99","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2016-01-03,2016-03-26,NA,3342,NA,"alarm=38;death=1;probable=3301;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-03-26,NA,1555,NA,"alarm=6;death=0;probable=1546;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-03-26,NA,38040,NA,"alarm=244;death=15;probable=37767;severe=14","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2016-01-03,2016-03-26,NA,15265,NA,"alarm=9;death=5;probable=15245;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2016-01-03,2016-03-26,NA,78937,NA,"alarm=2072;death=17;probable=76776;severe=72","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2016-01-03,2016-03-26,NA,11189,NA,"alarm=159;death=10;probable=11002;severe=18","EpiBulletinPrevYear",""
