"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2012-12-30,2013-04-20,NA,7770,NA,"deathsevere=4;probable=7738;severe=28","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2012-12-30,2013-04-20,NA,2099,NA,"deathsevere=0;probable=2097;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2012-12-30,2013-04-20,NA,12735,NA,"deathsevere=8;probable=12644;severe=83","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2012-12-30,2013-04-20,NA,194,NA,"deathsevere=0;probable=194;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2012-12-30,2013-04-20,NA,7009,NA,"deathsevere=9;probable=6968;severe=32","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2012-12-30,2013-04-20,NA,1263,NA,"deathsevere=1;probable=1256;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2012-12-30,2013-04-20,NA,5836,NA,"deathsevere=2;probable=5817;severe=17","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2012-12-30,2013-04-20,NA,1879,NA,"deathsevere=9;probable=1848;severe=22","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2012-12-30,2013-04-20,NA,2136,NA,"deathsevere=0;probable=2128;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2012-12-30,2013-04-20,NA,8902,NA,"deathsevere=20;probable=8838;severe=44","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2012-12-30,2013-04-20,NA,6383,NA,"deathsevere=5;probable=6332;severe=46","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2012-12-30,2013-04-20,NA,4155,NA,"deathsevere=7;probable=4114;severe=34","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2012-12-30,2013-04-20,NA,2743,NA,"deathsevere=7;probable=2716;severe=20","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2012-12-30,2013-04-20,NA,2092,NA,"deathsevere=0;probable=2083;severe=9","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2012-12-30,2013-04-20,NA,172,NA,"deathsevere=0;probable=171;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2012-12-30,2013-04-20,NA,45560,NA,"deathsevere=10;probable=45463;severe=87","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2012-12-30,2013-04-20,NA,349366,NA,"deathsevere=88;probable=348943;severe=335","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2012-12-30,2013-04-20,NA,46118,NA,"deathsevere=22;probable=44976;severe=1120","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2012-12-30,2013-04-20,NA,173642,NA,"deathsevere=42;probable=172532;severe=1068","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2012-12-30,2013-04-20,NA,170929,NA,"deathsevere=59;probable=170511;severe=359","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2012-12-30,2013-04-20,NA,54729,NA,"deathsevere=26;probable=54490;severe=213","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2012-12-30,2013-04-20,NA,281,NA,"deathsevere=0;probable=280;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2012-12-30,2013-04-20,NA,354,NA,"deathsevere=0;probable=353;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2012-12-30,2013-04-20,NA,72207,NA,"deathsevere=31;probable=71455;severe=721","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2012-12-30,2013-04-20,NA,28095,NA,"deathsevere=21;probable=27985;severe=89","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2012-12-30,2013-04-20,NA,104826,NA,"deathsevere=61;probable=103735;severe=1030","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2012-12-30,2013-04-20,NA,5347,NA,"deathsevere=3;probable=5336;severe=8","EpiBulletinPrevYear",""
