"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2017-01-01,2017-02-04,NA,703,NA,"alarm=0;death=0;probable=701;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2017-01-01,2017-02-04,NA,344,NA,"alarm=0;death=0;probable=344;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2017-01-01,2017-02-04,NA,688,NA,"alarm=3;death=0;probable=685;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2017-01-01,2017-02-04,NA,13,NA,"alarm=0;death=0;probable=13;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2017-01-01,2017-02-04,NA,2405,NA,"alarm=1;death=0;probable=2404;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2017-01-01,2017-02-04,NA,193,NA,"alarm=2;death=0;probable=191;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2017-01-01,2017-02-04,NA,695,NA,"alarm=0;death=0;probable=695;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2017-01-01,2017-02-04,NA,636,NA,"alarm=6;death=0;probable=629;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2017-01-01,2017-02-04,NA,182,NA,"alarm=0;death=0;probable=181;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2017-01-01,2017-02-04,NA,2779,NA,"alarm=7;death=2;probable=2768;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2017-01-01,2017-02-04,NA,593,NA,"alarm=3;death=0;probable=590;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2017-01-01,2017-02-04,NA,220,NA,"alarm=0;death=0;probable=220;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2017-01-01,2017-02-04,NA,600,NA,"alarm=3;death=0;probable=596;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2017-01-01,2017-02-04,NA,187,NA,"alarm=1;death=1;probable=184;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2017-01-01,2017-02-04,NA,91,NA,"alarm=1;death=0;probable=90;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2017-01-01,2017-02-04,NA,2263,NA,"alarm=10;death=0;probable=2253;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2017-01-01,2017-02-04,NA,5483,NA,"alarm=30;death=5;probable=5441;severe=7","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2017-01-01,2017-02-04,NA,1324,NA,"alarm=21;death=2;probable=1297;severe=4","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2017-01-01,2017-02-04,NA,1917,NA,"alarm=7;death=1;probable=1909;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2017-01-01,2017-02-04,NA,1193,NA,"alarm=17;death=4;probable=1166;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2017-01-01,2017-02-04,NA,438,NA,"alarm=0;death=0;probable=438;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2017-01-01,2017-02-04,NA,38,NA,"alarm=0;death=0;probable=38;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2017-01-01,2017-02-04,NA,52,NA,"alarm=0;death=0;probable=52;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2017-01-01,2017-02-04,NA,322,NA,"alarm=3;death=0;probable=318;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2017-01-01,2017-02-04,NA,1407,NA,"alarm=1;death=2;probable=1402;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2017-01-01,2017-02-04,NA,6999,NA,"alarm=302;death=3;probable=6678;severe=16","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2017-01-01,2017-02-04,NA,275,NA,"alarm=5;death=0;probable=270;severe=0","EpiBulletinPrevYear",""
