"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2015-01-04,2015-05-30,NA,1078,NA,"alarm=7;death=2;probable=1065;severe=4","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2015-01-04,2015-05-30,NA,4764,NA,"alarm=2;death=0;probable=4762;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2015-01-04,2015-05-30,NA,2635,NA,"alarm=3;death=0;probable=2632;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2015-01-04,2015-05-30,NA,414,NA,"alarm=1;death=0;probable=413;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2015-01-04,2015-05-30,NA,4436,NA,"alarm=23;death=3;probable=4401;severe=9","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2015-01-04,2015-05-30,NA,2530,NA,"alarm=21;death=2;probable=2492;severe=15","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2015-01-04,2015-05-30,NA,4952,NA,"alarm=14;death=4;probable=4928;severe=6","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2015-01-04,2015-05-30,NA,6058,NA,"alarm=32;death=7;probable=5998;severe=21","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2015-01-04,2015-05-30,NA,6369,NA,"alarm=33;death=2;probable=6320;severe=14","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2015-01-04,2015-05-30,NA,39446,NA,"alarm=471;death=39;probable=38853;severe=83","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2015-01-04,2015-05-30,NA,19682,NA,"alarm=39;death=2;probable=19638;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2015-01-04,2015-05-30,NA,13236,NA,"alarm=56;death=3;probable=13169;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2015-01-04,2015-05-30,NA,62276,NA,"alarm=52;death=13;probable=62199;severe=12","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2015-01-04,2015-05-30,NA,9785,NA,"alarm=51;death=1;probable=9731;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2015-01-04,2015-05-30,NA,2945,NA,"alarm=1;death=0;probable=2942;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2015-01-04,2015-05-30,NA,32336,NA,"alarm=13;death=8;probable=32297;severe=18","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2015-01-04,2015-05-30,NA,154014,NA,"alarm=881;death=55;probable=152974;severe=104","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2015-01-04,2015-05-30,NA,9735,NA,"alarm=222;death=9;probable=9475;severe=29","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2015-01-04,2015-05-30,NA,46314,NA,"alarm=227;death=22;probable=46030;severe=35","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2015-01-04,2015-05-30,NA,702046,NA,"alarm=12716;death=437;probable=688297;severe=596","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2015-01-04,2015-05-30,NA,40070,NA,"alarm=321;death=24;probable=39635;severe=90","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2015-01-04,2015-05-30,NA,4228,NA,"alarm=104;death=0;probable=4123;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2015-01-04,2015-05-30,NA,1535,NA,"alarm=9;death=2;probable=1522;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2015-01-04,2015-05-30,NA,18289,NA,"alarm=143;death=9;probable=18127;severe=10","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2015-01-04,2015-05-30,NA,10472,NA,"alarm=29;death=4;probable=10431;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2015-01-04,2015-05-30,NA,133243,NA,"alarm=2544;death=64;probable=130415;severe=220","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2015-01-04,2015-05-30,NA,7442,NA,"alarm=65;death=12;probable=7348;severe=17","EpiBulletinPrevYear",""
