"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2012-12-30,2013-09-28,NA,7981,NA,"death=5;probable=7942;severe=34","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2012-12-30,2013-09-28,NA,2368,NA,"death=0;probable=2365;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2012-12-30,2013-09-28,NA,16931,NA,"death=10;probable=16827;severe=94","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2012-12-30,2013-09-28,NA,752,NA,"death=0;probable=752;severe=0","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2012-12-30,2013-09-28,NA,8565,NA,"death=9;probable=8518;severe=38","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2012-12-30,2013-09-28,NA,1648,NA,"death=2;probable=1638;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2012-12-30,2013-09-28,NA,7948,NA,"death=5;probable=7918;severe=25","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2012-12-30,2013-09-28,NA,3424,NA,"death=16;probable=3369;severe=39","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2012-12-30,2013-09-28,NA,4725,NA,"death=1;probable=4708;severe=16","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2012-12-30,2013-09-28,NA,28596,NA,"death=62;probable=28360;severe=174","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2012-12-30,2013-09-28,NA,17168,NA,"death=16;probable=17036;severe=116","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2012-12-30,2013-09-28,NA,12566,NA,"death=14;probable=12449;severe=103","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2012-12-30,2013-09-28,NA,7168,NA,"death=35;probable=7067;severe=66","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2012-12-30,2013-09-28,NA,9166,NA,"death=2;probable=9141;severe=23","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2012-12-30,2013-09-28,NA,610,NA,"death=2;probable=603;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2012-12-30,2013-09-28,NA,59492,NA,"death=16;probable=59341;severe=135","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2012-12-30,2013-09-28,NA,413685,NA,"death=104;probable=413177;severe=404","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2012-12-30,2013-09-28,NA,67374,NA,"death=29;probable=65987;severe=1358","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2012-12-30,2013-09-28,NA,212159,NA,"death=56;probable=210869;severe=1234","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2012-12-30,2013-09-28,NA,219486,NA,"death=76;probable=218968;severe=442","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2012-12-30,2013-09-28,NA,65475,NA,"death=26;probable=65218;severe=231","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2012-12-30,2013-09-28,NA,349,NA,"death=0;probable=348;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2012-12-30,2013-09-28,NA,441,NA,"death=0;probable=440;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2012-12-30,2013-09-28,NA,79071,NA,"death=36;probable=78272;severe=763","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2012-12-30,2013-09-28,NA,33458,NA,"death=26;probable=33336;severe=96","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2012-12-30,2013-09-28,NA,134108,NA,"death=82;probable=132843;severe=1183","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2012-12-30,2013-09-28,NA,11578,NA,"death=6;probable=11556;severe=16","EpiBulletinPrevYear",""
