"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2012-12-30,2013-11-02,NA,8138,NA,"death=5;probable=8098;severe=35","EpiBulletinPrevYear",""
"Dengue","Brazil","Acre","state",2012-12-30,2013-11-02,NA,2404,NA,"death=0;probable=2401;severe=3","EpiBulletinPrevYear",""
"Dengue","Brazil","Amazonas","state",2012-12-30,2013-11-02,NA,17275,NA,"death=10;probable=17171;severe=94","EpiBulletinPrevYear",""
"Dengue","Brazil","Roraima","state",2012-12-30,2013-11-02,NA,845,NA,"death=0;probable=844;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Para","state",2012-12-30,2013-11-02,NA,8741,NA,"death=10;probable=8688;severe=43","EpiBulletinPrevYear",""
"Dengue","Brazil","Amapa","state",2012-12-30,2013-11-02,NA,1686,NA,"death=2;probable=1676;severe=8","EpiBulletinPrevYear",""
"Dengue","Brazil","Tocantins","state",2012-12-30,2013-11-02,NA,8093,NA,"death=5;probable=8062;severe=26","EpiBulletinPrevYear",""
"Dengue","Brazil","Maranhao","state",2012-12-30,2013-11-02,NA,3517,NA,"death=16;probable=3461;severe=40","EpiBulletinPrevYear",""
"Dengue","Brazil","Piaui","state",2012-12-30,2013-11-02,NA,4839,NA,"death=1;probable=4822;severe=16","EpiBulletinPrevYear",""
"Dengue","Brazil","Ceara","state",2012-12-30,2013-11-02,NA,29378,NA,"death=67;probable=29124;severe=187","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2012-12-30,2013-11-02,NA,17935,NA,"death=16;probable=17799;severe=120","EpiBulletinPrevYear",""
"Dengue","Brazil","Paraiba","state",2012-12-30,2013-11-02,NA,13091,NA,"death=14;probable=12967;severe=110","EpiBulletinPrevYear",""
"Dengue","Brazil","Pernambuco","state",2012-12-30,2013-11-02,NA,7611,NA,"death=36;probable=7501;severe=74","EpiBulletinPrevYear",""
"Dengue","Brazil","Alagoas","state",2012-12-30,2013-11-02,NA,10029,NA,"death=2;probable=10002;severe=25","EpiBulletinPrevYear",""
"Dengue","Brazil","Sergipe","state",2012-12-30,2013-11-02,NA,688,NA,"death=2;probable=681;severe=5","EpiBulletinPrevYear",""
"Dengue","Brazil","Bahia","state",2012-12-30,2013-11-02,NA,60150,NA,"death=17;probable=59992;severe=141","EpiBulletinPrevYear",""
"Dengue","Brazil","Minas_Gerais","state",2012-12-30,2013-11-02,NA,414566,NA,"death=104;probable=414056;severe=406","EpiBulletinPrevYear",""
"Dengue","Brazil","Espirito_Santo","state",2012-12-30,2013-11-02,NA,68124,NA,"death=29;probable=66717;severe=1378","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_de_Janeiro","state",2012-12-30,2013-11-02,NA,212846,NA,"death=57;probable=211553;severe=1236","EpiBulletinPrevYear",""
"Dengue","Brazil","Sao_Paulo","state",2012-12-30,2013-11-02,NA,220096,NA,"death=76;probable=219572;severe=448","EpiBulletinPrevYear",""
"Dengue","Brazil","Parana","state",2012-12-30,2013-11-02,NA,65640,NA,"death=26;probable=65382;severe=232","EpiBulletinPrevYear",""
"Dengue","Brazil","Santa_Catarina","state",2012-12-30,2013-11-02,NA,353,NA,"death=0;probable=352;severe=1","EpiBulletinPrevYear",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2012-12-30,2013-11-02,NA,446,NA,"death=1;probable=443;severe=2","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2012-12-30,2013-11-02,NA,79252,NA,"death=36;probable=78450;severe=766","EpiBulletinPrevYear",""
"Dengue","Brazil","Mato_Grosso","state",2012-12-30,2013-11-02,NA,33979,NA,"death=26;probable=33857;severe=96","EpiBulletinPrevYear",""
"Dengue","Brazil","Goias","state",2012-12-30,2013-11-02,NA,135922,NA,"death=84;probable=134637;severe=1201","EpiBulletinPrevYear",""
"Dengue","Brazil","Distrito_Federal","state",2012-12-30,2013-11-02,NA,11701,NA,"death=6;probable=11679;severe=16","EpiBulletinPrevYear",""
