"year","location","biweekEndDate","meanIncidence","varIncidence","biweek","population"
2014,"Amazonas",2014-12-03,0.266,0.277521521521522,24,75388
2014,"Amazonas",2014-12-17,1.127,1.13600700700701,25,75388
2014,"Amazonas",2014-12-31,1.845,1.75673173173173,26,75388
2015,"Amazonas",2015-01-14,3.041,2.62394294294294,1,76243
2015,"Amazonas",2015-01-28,0.498,0.482478478478478,2,76243
2015,"Amazonas",2015-02-11,0.203,0.205996996996997,3,76243
2015,"Amazonas",2015-02-25,0.556,0.555419419419419,4,76243
2015,"Amazonas",2015-03-11,0.219,0.205244244244244,5,76243
2015,"Amazonas",2015-03-25,0.222,0.212928928928929,6,76243
2015,"Amazonas",2015-04-08,2.386,2.33533933933934,7,76243
2015,"Amazonas",2015-04-22,4.093,3.97432532532533,8,76243
2015,"Amazonas",2015-05-06,1.517,1.50121221221221,9,76243
2015,"Amazonas",2015-05-20,0,0,10,76243
2015,"Amazonas",2015-06-03,0,0,11,76243
2015,"Amazonas",2015-06-17,0.007,0.00695795795795796,12,76243
2015,"Amazonas",2015-07-01,0.006,0.00596996996996997,13,76243
2015,"Amazonas",2015-07-15,0,0,14,76243
2015,"Amazonas",2015-07-29,0,0,15,76243
2015,"Amazonas",2015-08-12,1.867,1.82313413413413,16,76243
2015,"Amazonas",2015-08-26,3.491,3.18910810810811,17,76243
2015,"Amazonas",2015-09-09,1.745,1.78576076076076,18,76243
2015,"Amazonas",2015-09-23,0.332,0.330106106106106,19,76243
2015,"Amazonas",2015-10-07,0.029,0.0281871871871872,20,76243
2015,"Amazonas",2015-10-21,0,0,21,76243
2015,"Amazonas",2015-11-04,0,0,22,76243
2015,"Amazonas",2015-11-18,0,0,23,76243
2015,"Amazonas",2015-12-02,0.568,0.605981981981982,24,76243
2015,"Amazonas",2015-12-16,0.961,0.942421421421421,25,76243
2015,"Amazonas",2015-12-30,1.608,1.53386986986987,26,76243
2016,"Amazonas",2016-01-13,0.334,0.320764764764765,1,77088
2016,"Amazonas",2016-01-27,0.934,0.922566566566567,2,77088
2016,"Amazonas",2016-02-10,1.735,1.59036536536537,3,77088
2016,"Amazonas",2016-02-24,1.817,1.85536636636637,4,77088
2016,"Amazonas",2016-03-09,5.068,4.74812412412412,5,77088
2016,"Amazonas",2016-03-23,3.215,2.95973473473473,6,77088
2016,"Amazonas",2016-04-06,1.013,0.977808808808809,7,77088
2016,"Amazonas",2016-04-20,1.487,1.50333433433433,8,77088
2016,"Amazonas",2016-05-04,4.185,4.06884384384384,9,77088
2016,"Amazonas",2016-05-18,1.903,1.77736836836837,10,77088
2016,"Amazonas",2016-06-01,0.085,0.0898648648648649,11,77088
2016,"Amazonas",2016-06-15,1.102,1.09869469469469,12,77088
2016,"Amazonas",2016-06-29,0.468,0.459435435435435,13,77088
2016,"Amazonas",2016-07-13,0,0,14,77088
2016,"Amazonas",2016-07-27,0,0,15,77088
2016,"Amazonas",2016-08-10,0.004,0.00398798798798799,16,77088
2016,"Amazonas",2016-08-24,0.001,0.001,17,77088
2016,"Amazonas",2016-09-07,0,0,18,77088
2016,"Amazonas",2016-09-21,0,0,19,77088
2016,"Amazonas",2016-10-05,0.112,0.11356956956957,20,77088
2016,"Amazonas",2016-10-19,0.437,0.440471471471471,21,77088
2016,"Amazonas",2016-11-02,0.068,0.0714474474474475,22,77088
2016,"Amazonas",2016-11-16,0,0,23,77088
2016,"Amazonas",2016-11-30,0.3,0.288288288288288,24,77088
2016,"Amazonas",2016-12-14,0.295,0.292267267267267,25,77088
2016,"Amazonas",2016-12-28,0,0,26,77088
2017,"Amazonas",2017-01-11,0,0,1,77948
2017,"Amazonas",2017-01-25,0,0,2,77948
2017,"Amazonas",2017-02-08,0.299,0.311910910910911,3,77948
2017,"Amazonas",2017-02-22,1.077,1.09016116116116,4,77948
2017,"Amazonas",2017-03-08,1.54,1.45785785785786,5,77948
2017,"Amazonas",2017-03-22,0.675,0.668043043043043,6,77948
2017,"Amazonas",2017-04-05,0.577,0.582653653653654,7,77948
2017,"Amazonas",2017-04-19,0.511,0.576455455455455,8,77948
2017,"Amazonas",2017-05-03,0.202,0.203399399399399,9,77948
2017,"Amazonas",2017-05-17,0.886,0.87587987987988,10,77948
2017,"Amazonas",2017-05-31,0.156,0.16582982982983,11,77948
2017,"Amazonas",2017-06-14,0,0,12,77948
2017,"Amazonas",2017-06-28,0,0,13,77948
2017,"Amazonas",2017-07-12,0.002,0.001997997997998,14,77948
2017,"Amazonas",2017-07-26,0.001,0.001,15,77948
2017,"Amazonas",2017-08-09,0,0,16,77948
2017,"Amazonas",2017-08-23,0,0,17,77948
2017,"Amazonas",2017-09-06,0,0,18,77948
2017,"Amazonas",2017-09-20,0,0,19,77948
2017,"Amazonas",2017-10-04,0.002,0.001997997997998,20,77948
2017,"Amazonas",2017-10-18,0,0,21,77948
2017,"Amazonas",2017-11-01,0,0,22,77948
2017,"Amazonas",2017-11-15,0.213,0.227858858858859,23,77948
2017,"Amazonas",2017-11-29,0.818,0.799675675675676,24,77948
2017,"Amazonas",2017-12-13,0.353,0.33872972972973,25,77948
2017,"Amazonas",2017-12-27,1.538,1.47403003003003,26,77948
2014,"Antioquia",2014-12-03,182.549,173.374973973974,24,6378132
2014,"Antioquia",2014-12-17,286.248,297.167663663664,25,6378132
2014,"Antioquia",2014-12-31,776.597,776.46906006006,26,6378132
2015,"Antioquia",2015-01-14,1475.589,1281.89797697698,1,6456299
2015,"Antioquia",2015-01-28,1645.869,1506.71255155155,2,6456299
2015,"Antioquia",2015-02-11,1725.921,1716.53529429429,3,6456299
2015,"Antioquia",2015-02-25,1665.79,1585.72962962963,4,6456299
2015,"Antioquia",2015-03-11,1424.994,1397.00296696697,5,6456299
2015,"Antioquia",2015-03-25,822.894,826.230994994995,6,6456299
2015,"Antioquia",2015-04-08,428.765,459.160935935936,7,6456299
2015,"Antioquia",2015-04-22,524.506,475.543507507508,8,6456299
2015,"Antioquia",2015-05-06,638.812,586.078734734735,9,6456299
2015,"Antioquia",2015-05-20,615.152,615.556452452453,10,6456299
2015,"Antioquia",2015-06-03,524.904,515.834618618619,11,6456299
2015,"Antioquia",2015-06-17,404.821,399.878837837838,12,6456299
2015,"Antioquia",2015-07-01,330.585,321.680455455455,13,6456299
2015,"Antioquia",2015-07-15,343.711,335.010489489489,14,6456299
2015,"Antioquia",2015-07-29,351.449,322.515914914915,15,6456299
2015,"Antioquia",2015-08-12,310.222,278.321037037037,16,6456299
2015,"Antioquia",2015-08-26,319.046,310.542426426426,17,6456299
2015,"Antioquia",2015-09-09,268.786,246.542746746747,18,6456299
2015,"Antioquia",2015-09-23,174.031,164.82085985986,19,6456299
2015,"Antioquia",2015-10-07,169.369,172.585424424424,20,6456299
2015,"Antioquia",2015-10-21,162.819,165.868107107107,21,6456299
2015,"Antioquia",2015-11-04,110.674,106.624348348348,22,6456299
2015,"Antioquia",2015-11-18,115.183,117.172683683684,23,6456299
2015,"Antioquia",2015-12-02,111.686,109.538942942943,24,6456299
2015,"Antioquia",2015-12-16,75.9,73.1811811811812,25,6456299
