"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2015-01-04,2015-12-05,NA,1907,NA,"alarm=10;death=3;probable=1889;severe=5","EpiBulletin",""
"Dengue","Brazil","Acre","state",2015-01-04,2015-12-05,NA,5563,NA,"alarm=2;death=0;probable=5561;severe=0","EpiBulletin",""
"Dengue","Brazil","Amazonas","state",2015-01-04,2015-12-05,NA,3926,NA,"alarm=8;death=2;probable=3914;severe=2","EpiBulletin",""
"Dengue","Brazil","Roraima","state",2015-01-04,2015-12-05,NA,1111,NA,"alarm=8;death=0;probable=1103;severe=0","EpiBulletin",""
"Dengue","Brazil","Para","state",2015-01-04,2015-12-05,NA,8303,NA,"alarm=33;death=5;probable=8253;severe=12","EpiBulletin",""
"Dengue","Brazil","Amapa","state",2015-01-04,2015-12-05,NA,3181,NA,"alarm=31;death=2;probable=3132;severe=16","EpiBulletin",""
"Dengue","Brazil","Tocantins","state",2015-01-04,2015-12-05,NA,7866,NA,"alarm=18;death=4;probable=7837;severe=7","EpiBulletin",""
"Dengue","Brazil","Maranhao","state",2015-01-04,2015-12-05,NA,7357,NA,"alarm=43;death=9;probable=7280;severe=25","EpiBulletin",""
"Dengue","Brazil","Piaui","state",2015-01-04,2015-12-05,NA,7622,NA,"alarm=41;death=2;probable=7560;severe=19","EpiBulletin",""
"Dengue","Brazil","Ceara","state",2015-01-04,2015-12-05,NA,64055,NA,"alarm=663;death=62;probable=63215;severe=115","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2015-01-04,2015-12-05,NA,22156,NA,"alarm=46;death=3;probable=22102;severe=5","EpiBulletin",""
"Dengue","Brazil","Paraiba","state",2015-01-04,2015-12-05,NA,20101,NA,"alarm=75;death=5;probable=20011;severe=10","EpiBulletin",""
"Dengue","Brazil","Pernambuco","state",2015-01-04,2015-12-05,NA,92511,NA,"alarm=72;death=20;probable=92395;severe=24","EpiBulletin",""
"Dengue","Brazil","Alagoas","state",2015-01-04,2015-12-05,NA,22600,NA,"alarm=84;death=3;probable=22501;severe=12","EpiBulletin",""
"Dengue","Brazil","Sergipe","state",2015-01-04,2015-12-05,NA,7417,NA,"alarm=2;death=2;probable=7408;severe=5","EpiBulletin",""
"Dengue","Brazil","Bahia","state",2015-01-04,2015-12-05,NA,51169,NA,"alarm=35;death=11;probable=51095;severe=28","EpiBulletin",""
"Dengue","Brazil","Minas_Gerais","state",2015-01-04,2015-12-05,NA,183573,NA,"alarm=966;death=67;probable=182416;severe=124","EpiBulletin",""
"Dengue","Brazil","Espirito_Santo","state",2015-01-04,2015-12-05,NA,30345,NA,"alarm=444;death=15;probable=29831;severe=55","EpiBulletin",""
"Dengue","Brazil","Rio_de_Janeiro","state",2015-01-04,2015-12-05,NA,63058,NA,"alarm=318;death=24;probable=62669;severe=47","EpiBulletin",""
"Dengue","Brazil","Sao_Paulo","state",2015-01-04,2015-12-05,NA,736416,NA,"alarm=12993;death=451;probable=722352;severe=620","EpiBulletin",""
"Dengue","Brazil","Parana","state",2015-01-04,2015-12-05,NA,47447,NA,"alarm=385;death=25;probable=46943;severe=94","EpiBulletin",""
"Dengue","Brazil","Santa_Catarina","state",2015-01-04,2015-12-05,NA,4603,NA,"alarm=111;death=0;probable=4491;severe=1","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2015-01-04,2015-12-05,NA,1685,NA,"alarm=9;death=2;probable=1672;severe=2","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2015-01-04,2015-12-05,NA,25043,NA,"alarm=189;death=14;probable=24829;severe=11","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso","state",2015-01-04,2015-12-05,NA,18236,NA,"alarm=39;death=6;probable=18178;severe=13","EpiBulletin",""
"Dengue","Brazil","Goias","state",2015-01-04,2015-12-05,NA,162396,NA,"alarm=3039;death=81;probable=159025;severe=251","EpiBulletin",""
"Dengue","Brazil","Distrito_Federal","state",2015-01-04,2015-12-05,NA,9539,NA,"alarm=74;death=21;probable=9418;severe=26","EpiBulletin",""
