"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2015-01-04,2015-10-10,NA,1509,NA,"alarm=10;death=3;probable=1491;severe=5","EpiBulletin",""
"Dengue","Brazil","Acre","state",2015-01-04,2015-10-10,NA,5322,NA,"alarm=2;death=0;probable=5320;severe=0","EpiBulletin",""
"Dengue","Brazil","Amazonas","state",2015-01-04,2015-10-10,NA,3803,NA,"alarm=5;death=2;probable=3795;severe=1","EpiBulletin",""
"Dengue","Brazil","Roraima","state",2015-01-04,2015-10-10,NA,1120,NA,"alarm=6;death=0;probable=1114;severe=0","EpiBulletin",""
"Dengue","Brazil","Para","state",2015-01-04,2015-10-10,NA,6968,NA,"alarm=29;death=6;probable=6922;severe=11","EpiBulletin",""
"Dengue","Brazil","Amapa","state",2015-01-04,2015-10-10,NA,2939,NA,"alarm=29;death=2;probable=2892;severe=16","EpiBulletin",""
"Dengue","Brazil","Tocantins","state",2015-01-04,2015-10-10,NA,7044,NA,"alarm=17;death=3;probable=7016;severe=8","EpiBulletin",""
"Dengue","Brazil","Maranhao","state",2015-01-04,2015-10-10,NA,6941,NA,"alarm=37;death=8;probable=6873;severe=23","EpiBulletin",""
"Dengue","Brazil","Piaui","state",2015-01-04,2015-10-10,NA,7472,NA,"alarm=39;death=2;probable=7412;severe=19","EpiBulletin",""
"Dengue","Brazil","Ceara","state",2015-01-04,2015-10-10,NA,64214,NA,"alarm=646;death=58;probable=63398;severe=112","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2015-01-04,2015-10-10,NA,21739,NA,"alarm=44;death=2;probable=21690;severe=3","EpiBulletin",""
"Dengue","Brazil","Paraiba","state",2015-01-04,2015-10-10,NA,19953,NA,"alarm=59;death=3;probable=19883;severe=8","EpiBulletin",""
"Dengue","Brazil","Pernambuco","state",2015-01-04,2015-10-10,NA,79368,NA,"alarm=56;death=11;probable=79285;severe=16","EpiBulletin",""
"Dengue","Brazil","Alagoas","state",2015-01-04,2015-10-10,NA,17794,NA,"alarm=68;death=3;probable=17714;severe=9","EpiBulletin",""
"Dengue","Brazil","Sergipe","state",2015-01-04,2015-10-10,NA,4690,NA,"alarm=2;death=2;probable=4681;severe=5","EpiBulletin",""
"Dengue","Brazil","Bahia","state",2015-01-04,2015-10-10,NA,47912,NA,"alarm=30;death=11;probable=47846;severe=25","EpiBulletin",""
"Dengue","Brazil","Minas_Gerais","state",2015-01-04,2015-10-10,NA,177075,NA,"alarm=899;death=55;probable=176006;severe=115","EpiBulletin",""
"Dengue","Brazil","Espirito_Santo","state",2015-01-04,2015-10-10,NA,22612,NA,"alarm=369;death=9;probable=22199;severe=35","EpiBulletin",""
"Dengue","Brazil","Rio_de_Janeiro","state",2015-01-04,2015-10-10,NA,56246,NA,"alarm=233;death=20;probable=55954;severe=39","EpiBulletin",""
"Dengue","Brazil","Sao_Paulo","state",2015-01-04,2015-10-10,NA,709738,NA,"alarm=12717;death=435;probable=695985;severe=601","EpiBulletin",""
"Dengue","Brazil","Parana","state",2015-01-04,2015-10-10,NA,45498,NA,"alarm=341;death=24;probable=45037;severe=96","EpiBulletin",""
"Dengue","Brazil","Santa_Catarina","state",2015-01-04,2015-10-10,NA,4499,NA,"alarm=109;death=0;probable=4389;severe=1","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2015-01-04,2015-10-10,NA,1646,NA,"alarm=9;death=2;probable=1633;severe=2","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2015-01-04,2015-10-10,NA,20066,NA,"alarm=126;death=9;probable=19921;severe=10","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso","state",2015-01-04,2015-10-10,NA,15694,NA,"alarm=25;death=5;probable=15655;severe=9","EpiBulletin",""
"Dengue","Brazil","Goias","state",2015-01-04,2015-10-10,NA,144567,NA,"alarm=2005;death=72;probable=142283;severe=207","EpiBulletin",""
"Dengue","Brazil","Distrito_Federal","state",2015-01-04,2015-10-10,NA,9109,NA,"alarm=73;death=14;probable=9003;severe=19","EpiBulletin",""
