"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2017-01-01,2017-12-16,NA,2407,NA,"alarm=1;death=0;probable=2402;severe=4","EpiBulletin",""
"Dengue","Brazil","Acre","state",2017-01-01,2017-12-16,NA,1816,NA,"alarm=0;death=0;probable=1816;severe=0","EpiBulletin",""
"Dengue","Brazil","Amazonas","state",2017-01-01,2017-12-16,NA,3986,NA,"alarm=11;death=3;probable=3968;severe=4","EpiBulletin",""
"Dengue","Brazil","Roraima","state",2017-01-01,2017-12-16,NA,314,NA,"alarm=1;death=0;probable=313;severe=0","EpiBulletin",""
"Dengue","Brazil","Para","state",2017-01-01,2017-12-16,NA,7756,NA,"alarm=8;death=0;probable=7747;severe=1","EpiBulletin",""
"Dengue","Brazil","Amapa","state",2017-01-01,2017-12-16,NA,891,NA,"alarm=10;death=1;probable=879;severe=1","EpiBulletin",""
"Dengue","Brazil","Tocantins","state",2017-01-01,2017-12-16,NA,5238,NA,"alarm=99;death=2;probable=5135;severe=2","EpiBulletin",""
"Dengue","Brazil","Maranhao","state",2017-01-01,2017-12-16,NA,7081,NA,"alarm=40;death=4;probable=7024;severe=13","EpiBulletin",""
"Dengue","Brazil","Piaui","state",2017-01-01,2017-12-16,NA,5156,NA,"alarm=9;death=0;probable=5145;severe=2","EpiBulletin",""
"Dengue","Brazil","Ceara","state",2017-01-01,2017-12-16,NA,40777,NA,"alarm=91;death=21;probable=40637;severe=28","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2017-01-01,2017-12-16,NA,7167,NA,"alarm=13;death=1;probable=7147;severe=6","EpiBulletin",""
"Dengue","Brazil","Paraiba","state",2017-01-01,2017-12-16,NA,3697,NA,"alarm=15;death=3;probable=3677;severe=2","EpiBulletin",""
"Dengue","Brazil","Pernambuco","state",2017-01-01,2017-12-16,NA,9293,NA,"alarm=37;death=4;probable=9238;severe=14","EpiBulletin",""
"Dengue","Brazil","Alagoas","state",2017-01-01,2017-12-16,NA,2920,NA,"alarm=12;death=3;probable=2903;severe=2","EpiBulletin",""
"Dengue","Brazil","Sergipe","state",2017-01-01,2017-12-16,NA,606,NA,"alarm=2;death=1;probable=603;severe=0","EpiBulletin",""
"Dengue","Brazil","Bahia","state",2017-01-01,2017-12-16,NA,9754,NA,"alarm=14;death=1;probable=9736;severe=3","EpiBulletin",""
"Dengue","Brazil","Minas_Gerais","state",2017-01-01,2017-12-16,NA,28315,NA,"alarm=117;death=14;probable=28162;severe=22","EpiBulletin",""
"Dengue","Brazil","Espirito_Santo","state",2017-01-01,2017-12-16,NA,6930,NA,"alarm=95;death=7;probable=6810;severe=18","EpiBulletin",""
"Dengue","Brazil","Rio_de_Janeiro","state",2017-01-01,2017-12-16,NA,10420,NA,"alarm=77;death=4;probable=10335;severe=4","EpiBulletin",""
"Dengue","Brazil","Sao_Paulo","state",2017-01-01,2017-12-16,NA,13113,NA,"alarm=65;death=5;probable=13027;severe=16","EpiBulletin",""
"Dengue","Brazil","Parana","state",2017-01-01,2017-12-16,NA,4302,NA,"alarm=8;death=0;probable=4292;severe=2","EpiBulletin",""
"Dengue","Brazil","Santa_Catarina","state",2017-01-01,2017-12-16,NA,248,NA,"alarm=0;death=0;probable=248;severe=0","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2017-01-01,2017-12-16,NA,213,NA,"alarm=0;death=0;probable=212;severe=1","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2017-01-01,2017-12-16,NA,1918,NA,"alarm=30;death=3;probable=1882;severe=3","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso","state",2017-01-01,2017-12-16,NA,8865,NA,"alarm=15;death=4;probable=8843;severe=3","EpiBulletin",""
"Dengue","Brazil","Goias","state",2017-01-01,2017-12-16,NA,64631,NA,"alarm=1712;death=44;probable=62779;severe=96","EpiBulletin",""
"Dengue","Brazil","Distrito_Federal","state",2017-01-01,2017-12-16,NA,4211,NA,"alarm=84;death=12;probable=4096;severe=19","EpiBulletin",""
