"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2017-12-31,2018-04-28,NA,508,NA,"alarm=1;death=0;probable=507;severe=0","EpiBulletin",""
"Dengue","Brazil","Acre","state",2017-12-31,2018-04-28,NA,1911,NA,"alarm=2;death=0;probable=1908;severe=1","EpiBulletin",""
"Dengue","Brazil","Amazonas","state",2017-12-31,2018-04-28,NA,1375,NA,"alarm=0;death=0;probable=1374;severe=1","EpiBulletin",""
"Dengue","Brazil","Roraima","state",2017-12-31,2018-04-28,NA,52,NA,"alarm=0;death=0;probable=52;severe=0","EpiBulletin",""
"Dengue","Brazil","Para","state",2017-12-31,2018-04-28,NA,3195,NA,"alarm=3;death=0;probable=3192;severe=0","EpiBulletin",""
"Dengue","Brazil","Amapa","state",2017-12-31,2018-04-28,NA,390,NA,"alarm=2;death=0;probable=388;severe=0","EpiBulletin",""
"Dengue","Brazil","Tocantins","state",2017-12-31,2018-04-28,NA,1516,NA,"alarm=21;death=0;probable=1494;severe=1","EpiBulletin",""
"Dengue","Brazil","Maranhao","state",2017-12-31,2018-04-28,NA,923,NA,"alarm=10;death=1;probable=910;severe=2","EpiBulletin",""
"Dengue","Brazil","Piaui","state",2017-12-31,2018-04-28,NA,749,NA,"alarm=0;death=1;probable=747;severe=1","EpiBulletin",""
"Dengue","Brazil","Ceara","state",2017-12-31,2018-04-28,NA,3960,NA,"alarm=3;death=7;probable=3943;severe=7","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2017-12-31,2018-04-28,NA,4933,NA,"alarm=55;death=2;probable=4872;severe=4","EpiBulletin",""
"Dengue","Brazil","Paraiba","state",2017-12-31,2018-04-28,NA,2333,NA,"alarm=14;death=1;probable=2317;severe=1","EpiBulletin",""
"Dengue","Brazil","Pernambuco","state",2017-12-31,2018-04-28,NA,4614,NA,"alarm=15;death=1;probable=4597;severe=1","EpiBulletin",""
"Dengue","Brazil","Alagoas","state",2017-12-31,2018-04-28,NA,649,NA,"alarm=5;death=0;probable=643;severe=1","EpiBulletin",""
"Dengue","Brazil","Sergipe","state",2017-12-31,2018-04-28,NA,48,NA,"alarm=1;death=0;probable=47;severe=0","EpiBulletin",""
"Dengue","Brazil","Bahia","state",2017-12-31,2018-04-28,NA,3198,NA,"alarm=5;death=1;probable=3191;severe=1","EpiBulletin",""
"Dengue","Brazil","Minas_Gerais","state",2017-12-31,2018-04-28,NA,16580,NA,"alarm=30;death=3;probable=16542;severe=5","EpiBulletin",""
"Dengue","Brazil","Espirito_Santo","state",2017-12-31,2018-04-28,NA,2835,NA,"alarm=43;death=1;probable=2784;severe=7","EpiBulletin",""
"Dengue","Brazil","Rio_de_Janeiro","state",2017-12-31,2018-04-28,NA,7171,NA,"alarm=23;death=0;probable=7144;severe=4","EpiBulletin",""
"Dengue","Brazil","Sao_Paulo","state",2017-12-31,2018-04-28,NA,10353,NA,"alarm=16;death=2;probable=10331;severe=4","EpiBulletin",""
"Dengue","Brazil","Parana","state",2017-12-31,2018-04-28,NA,2233,NA,"alarm=11;death=2;probable=2218;severe=2","EpiBulletin",""
"Dengue","Brazil","Santa_Catarina","state",2017-12-31,2018-04-28,NA,178,NA,"alarm=0;death=0;probable=178;severe=0","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2017-12-31,2018-04-28,NA,107,NA,"alarm=1;death=0;probable=106;severe=0","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2017-12-31,2018-04-28,NA,1322,NA,"alarm=4;death=0;probable=1318;severe=0","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso","state",2017-12-31,2018-04-28,NA,4696,NA,"alarm=2;death=2;probable=4690;severe=2","EpiBulletin",""
"Dengue","Brazil","Goias","state",2017-12-31,2018-04-28,NA,34579,NA,"alarm=750;death=16;probable=33772;severe=41","EpiBulletin",""
"Dengue","Brazil","Distrito_Federal","state",2017-12-31,2018-04-28,NA,1030,NA,"alarm=2;death=1;probable=1026;severe=1","EpiBulletin",""
