"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2016-01-03,2016-02-27,NA,3994,NA,"alarm=1;death=1;probable=3991;severe=1","EpiBulletin",""
"Dengue","Brazil","Acre","state",2016-01-03,2016-02-27,NA,2981,NA,"alarm=0;death=0;probable=2981;severe=0","EpiBulletin",""
"Dengue","Brazil","Amazonas","state",2016-01-03,2016-02-27,NA,2302,NA,"alarm=1;death=0;probable=2301;severe=0","EpiBulletin",""
"Dengue","Brazil","Roraima","state",2016-01-03,2016-02-27,NA,74,NA,"alarm=0;death=0;probable=74;severe=0","EpiBulletin",""
"Dengue","Brazil","Para","state",2016-01-03,2016-02-27,NA,2839,NA,"alarm=6;death=0;probable=2832;severe=1","EpiBulletin",""
"Dengue","Brazil","Amapa","state",2016-01-03,2016-02-27,NA,173,NA,"alarm=2;death=0;probable=171;severe=0","EpiBulletin",""
"Dengue","Brazil","Tocantins","state",2016-01-03,2016-02-27,NA,7003,NA,"alarm=1;death=0;probable=7002;severe=0","EpiBulletin",""
"Dengue","Brazil","Maranhao","state",2016-01-03,2016-02-27,NA,4724,NA,"alarm=10;death=1;probable=4712;severe=1","EpiBulletin",""
"Dengue","Brazil","Piaui","state",2016-01-03,2016-02-27,NA,378,NA,"alarm=0;death=0;probable=378;severe=0","EpiBulletin",""
"Dengue","Brazil","Ceara","state",2016-01-03,2016-02-27,NA,4476,NA,"alarm=3;death=0;probable=4472;severe=1","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-02-27,NA,12308,NA,"alarm=0;death=0;probable=12308;severe=0","EpiBulletin",""
"Dengue","Brazil","Paraiba","state",2016-01-03,2016-02-27,NA,8247,NA,"alarm=2;death=0;probable=8245;severe=0","EpiBulletin",""
"Dengue","Brazil","Pernambuco","state",2016-01-03,2016-02-27,NA,23782,NA,"alarm=6;death=1;probable=23775;severe=0","EpiBulletin",""
"Dengue","Brazil","Alagoas","state",2016-01-03,2016-02-27,NA,2463,NA,"alarm=2;death=0;probable=2461;severe=0","EpiBulletin",""
"Dengue","Brazil","Sergipe","state",2016-01-03,2016-02-27,NA,1310,NA,"alarm=0;death=0;probable=1310;severe=0","EpiBulletin",""
"Dengue","Brazil","Bahia","state",2016-01-03,2016-02-27,NA,13715,NA,"alarm=0;death=0;probable=13714;severe=1","EpiBulletin",""
"Dengue","Brazil","Minas_Gerais","state",2016-01-03,2016-02-27,NA,124699,NA,"alarm=151;death=11;probable=124515;severe=22","EpiBulletin",""
"Dengue","Brazil","Espirito_Santo","state",2016-01-03,2016-02-27,NA,15423,NA,"alarm=40;death=0;probable=15381;severe=2","EpiBulletin",""
"Dengue","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-02-27,NA,16545,NA,"alarm=14;death=2;probable=16526;severe=3","EpiBulletin",""
"Dengue","Brazil","Sao_Paulo","state",2016-01-03,2016-02-27,NA,66671,NA,"alarm=118;death=12;probable=66525;severe=16","EpiBulletin",""
"Dengue","Brazil","Parana","state",2016-01-03,2016-02-27,NA,28029,NA,"alarm=160;death=7;probable=27844;severe=18","EpiBulletin",""
"Dengue","Brazil","Santa_Catarina","state",2016-01-03,2016-02-27,NA,1928,NA,"alarm=2;death=0;probable=1926;severe=0","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-02-27,NA,977,NA,"alarm=0;death=0;probable=976;severe=1","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-02-27,NA,13668,NA,"alarm=12;death=5;probable=13647;severe=4","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso","state",2016-01-03,2016-02-27,NA,10171,NA,"alarm=7;death=0;probable=10163;severe=1","EpiBulletin",""
"Dengue","Brazil","Goias","state",2016-01-03,2016-02-27,NA,24772,NA,"alarm=500;death=7;probable=24254;severe=11","EpiBulletin",""
"Dengue","Brazil","Distrito_Federal","state",2016-01-03,2016-02-27,NA,4189,NA,"alarm=79;death=4;probable=4098;severe=8","EpiBulletin",""
