"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2017-12-31,2018-02-03,NA,167,NA,"alarm=0;death=0;probable=167;severe=0","EpiBulletin",""
"Dengue","Brazil","Acre","state",2017-12-31,2018-02-03,NA,842,NA,"alarm=0;death=0;probable=842;severe=0","EpiBulletin",""
"Dengue","Brazil","Amazonas","state",2017-12-31,2018-02-03,NA,405,NA,"alarm=0;death=0;probable=405;severe=0","EpiBulletin",""
"Dengue","Brazil","Roraima","state",2017-12-31,2018-02-03,NA,30,NA,"alarm=0;death=0;probable=30;severe=0","EpiBulletin",""
"Dengue","Brazil","Para","state",2017-12-31,2018-02-03,NA,401,NA,"alarm=0;death=0;probable=401;severe=0","EpiBulletin",""
"Dengue","Brazil","Amapa","state",2017-12-31,2018-02-03,NA,47,NA,"alarm=0;death=0;probable=47;severe=0","EpiBulletin",""
"Dengue","Brazil","Tocantins","state",2017-12-31,2018-02-03,NA,427,NA,"alarm=3;death=0;probable=424;severe=0","EpiBulletin",""
"Dengue","Brazil","Maranhao","state",2017-12-31,2018-02-03,NA,142,NA,"alarm=0;death=0;probable=142;severe=0","EpiBulletin",""
"Dengue","Brazil","Piaui","state",2017-12-31,2018-02-03,NA,81,NA,"alarm=0;death=0;probable=81;severe=0","EpiBulletin",""
"Dengue","Brazil","Ceara","state",2017-12-31,2018-02-03,NA,564,NA,"alarm=0;death=0;probable=564;severe=0","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2017-12-31,2018-02-03,NA,341,NA,"alarm=1;death=0;probable=340;severe=0","EpiBulletin",""
"Dengue","Brazil","Paraiba","state",2017-12-31,2018-02-03,NA,187,NA,"alarm=0;death=0;probable=187;severe=0","EpiBulletin",""
"Dengue","Brazil","Pernambuco","state",2017-12-31,2018-02-03,NA,470,NA,"alarm=1;death=0;probable=469;severe=0","EpiBulletin",""
"Dengue","Brazil","Alagoas","state",2017-12-31,2018-02-03,NA,169,NA,"alarm=2;death=0;probable=167;severe=0","EpiBulletin",""
"Dengue","Brazil","Sergipe","state",2017-12-31,2018-02-03,NA,4,NA,"alarm=0;death=0;probable=4;severe=0","EpiBulletin",""
"Dengue","Brazil","Bahia","state",2017-12-31,2018-02-03,NA,361,NA,"alarm=0;death=0;probable=361;severe=0","EpiBulletin",""
"Dengue","Brazil","Minas_Gerais","state",2017-12-31,2018-02-03,NA,3001,NA,"alarm=0;death=0;probable=2999;severe=2","EpiBulletin",""
"Dengue","Brazil","Espirito_Santo","state",2017-12-31,2018-02-03,NA,520,NA,"alarm=2;death=0;probable=518;severe=0","EpiBulletin",""
"Dengue","Brazil","Rio_de_Janeiro","state",2017-12-31,2018-02-03,NA,995,NA,"alarm=4;death=0;probable=990;severe=1","EpiBulletin",""
"Dengue","Brazil","Sao_Paulo","state",2017-12-31,2018-02-03,NA,5025,NA,"alarm=5;death=0;probable=5019;severe=1","EpiBulletin",""
"Dengue","Brazil","Parana","state",2017-12-31,2018-02-03,NA,1538,NA,"alarm=2;death=0;probable=1536;severe=0","EpiBulletin",""
"Dengue","Brazil","Santa_Catarina","state",2017-12-31,2018-02-03,NA,107,NA,"alarm=0;death=0;probable=107;severe=0","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2017-12-31,2018-02-03,NA,89,NA,"alarm=0;death=0;probable=89;severe=0","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2017-12-31,2018-02-03,NA,463,NA,"alarm=0;death=0;probable=463;severe=0","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso","state",2017-12-31,2018-02-03,NA,871,NA,"alarm=1;death=0;probable=870;severe=0","EpiBulletin",""
"Dengue","Brazil","Goias","state",2017-12-31,2018-02-03,NA,5237,NA,"alarm=72;death=0;probable=5163;severe=2","EpiBulletin",""
"Dengue","Brazil","Distrito_Federal","state",2017-12-31,2018-02-03,NA,201,NA,"alarm=0;death=0;probable=201;severe=0","EpiBulletin",""
