"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Dengue","Brazil","Rondonia","state",2017-12-31,2018-03-31,NA,349,NA,"alarm=1;death=0;probable=348;severe=0","EpiBulletin",""
"Dengue","Brazil","Acre","state",2017-12-31,2018-03-31,NA,1655,NA,"alarm=0;death=0;probable=1654;severe=1","EpiBulletin",""
"Dengue","Brazil","Amazonas","state",2017-12-31,2018-03-31,NA,982,NA,"alarm=0;death=0;probable=982;severe=0","EpiBulletin",""
"Dengue","Brazil","Roraima","state",2017-12-31,2018-03-31,NA,37,NA,"alarm=0;death=0;probable=37;severe=0","EpiBulletin",""
"Dengue","Brazil","Para","state",2017-12-31,2018-03-31,NA,2090,NA,"alarm=2;death=0;probable=2088;severe=0","EpiBulletin",""
"Dengue","Brazil","Amapa","state",2017-12-31,2018-03-31,NA,224,NA,"alarm=1;death=0;probable=223;severe=0","EpiBulletin",""
"Dengue","Brazil","Tocantins","state",2017-12-31,2018-03-31,NA,861,NA,"alarm=15;death=0;probable=846;severe=0","EpiBulletin",""
"Dengue","Brazil","Maranhao","state",2017-12-31,2018-03-31,NA,624,NA,"alarm=4;death=1;probable=617;severe=2","EpiBulletin",""
"Dengue","Brazil","Piaui","state",2017-12-31,2018-03-31,NA,546,NA,"alarm=1;death=1;probable=544;severe=0","EpiBulletin",""
"Dengue","Brazil","Ceara","state",2017-12-31,2018-03-31,NA,2526,NA,"alarm=4;death=4;probable=2515;severe=3","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Norte","state",2017-12-31,2018-03-31,NA,2459,NA,"alarm=17;death=0;probable=2442;severe=0","EpiBulletin",""
"Dengue","Brazil","Paraiba","state",2017-12-31,2018-03-31,NA,1035,NA,"alarm=5;death=1;probable=1029;severe=0","EpiBulletin",""
"Dengue","Brazil","Pernambuco","state",2017-12-31,2018-03-31,NA,2560,NA,"alarm=10;death=0;probable=2549;severe=1","EpiBulletin",""
"Dengue","Brazil","Alagoas","state",2017-12-31,2018-03-31,NA,440,NA,"alarm=3;death=0;probable=436;severe=1","EpiBulletin",""
"Dengue","Brazil","Sergipe","state",2017-12-31,2018-03-31,NA,34,NA,"alarm=0;death=0;probable=34;severe=0","EpiBulletin",""
"Dengue","Brazil","Bahia","state",2017-12-31,2018-03-31,NA,1929,NA,"alarm=2;death=1;probable=1925;severe=1","EpiBulletin",""
"Dengue","Brazil","Minas_Gerais","state",2017-12-31,2018-03-31,NA,10105,NA,"alarm=20;death=2;probable=10080;severe=3","EpiBulletin",""
"Dengue","Brazil","Espirito_Santo","state",2017-12-31,2018-03-31,NA,1782,NA,"alarm=28;death=0;probable=1749;severe=5","EpiBulletin",""
"Dengue","Brazil","Rio_de_Janeiro","state",2017-12-31,2018-03-31,NA,3582,NA,"alarm=20;death=0;probable=3560;severe=2","EpiBulletin",""
"Dengue","Brazil","Sao_Paulo","state",2017-12-31,2018-03-31,NA,8934,NA,"alarm=11;death=2;probable=8917;severe=4","EpiBulletin",""
"Dengue","Brazil","Parana","state",2017-12-31,2018-03-31,NA,1952,NA,"alarm=7;death=0;probable=1944;severe=1","EpiBulletin",""
"Dengue","Brazil","Santa_Catarina","state",2017-12-31,2018-03-31,NA,121,NA,"alarm=0;death=0;probable=121;severe=0","EpiBulletin",""
"Dengue","Brazil","Rio_Grande_do_Sul","state",2017-12-31,2018-03-31,NA,89,NA,"alarm=0;death=0;probable=89;severe=0","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso_do_Sul","state",2017-12-31,2018-03-31,NA,933,NA,"alarm=3;death=0;probable=930;severe=0","EpiBulletin",""
"Dengue","Brazil","Mato_Grosso","state",2017-12-31,2018-03-31,NA,3550,NA,"alarm=2;death=2;probable=3546;severe=0","EpiBulletin",""
"Dengue","Brazil","Goias","state",2017-12-31,2018-03-31,NA,23569,NA,"alarm=435;death=12;probable=23094;severe=28","EpiBulletin",""
"Dengue","Brazil","Distrito_Federal","state",2017-12-31,2018-03-31,NA,589,NA,"alarm=0;death=1;probable=587;severe=1","EpiBulletin",""
